"lsoa11cd","lad19cd","income_score","income_rank","income_decile"
"E01021072","E07000063",0.048,26758,9
"E01021073","E07000063",0.066,22337,7
"E01021074","E07000063",0.127,12882,4
"E01021075","E07000063",0.072,21179,7
"E01021076","E07000063",0.166,9125,3
"E01021077","E07000063",0.095,17082,6
"E01021078","E07000063",0.055,25014,8
"E01021079","E07000063",0.108,15273,5
"E01021080","E07000063",0.106,15483,5
"E01021081","E07000063",0.062,23148,8
"E01021082","E07000063",0.051,25802,8
"E01021083","E07000063",0.027,31307,10
"E01003189","E09000023",0.266,3349,2
"E01003190","E09000023",0.232,4876,2
"E01003191","E09000023",0.221,5488,2
"E01003192","E09000023",0.284,2765,1
"E01003193","E09000023",0.16,9652,3
"E01003194","E09000023",0.232,4873,2
"E01003195","E09000023",0.131,12370,4
"E01003196","E09000023",0.23,4970,2
"E01003197","E09000023",0.29,2533,1
"E01003198","E09000023",0.138,11732,4
"E01003199","E09000023",0.084,18809,6
"E01003200","E09000023",0.043,27917,9
"E01003201","E09000023",0.163,9406,3
"E01003202","E09000023",0.04,28539,9
"E01003203","E09000023",0.183,7839,3
"E01003204","E09000023",0.126,13038,4
"E01003205","E09000023",0.241,4419,2
"E01003206","E09000023",0.086,18458,6
"E01003207","E09000023",0.233,4840,2
"E01003209","E09000023",0.145,10953,4
"E01003210","E09000023",0.105,15563,5
"E01003211","E09000023",0.131,12446,4
"E01003212","E09000023",0.13,12572,4
"E01003213","E09000023",0.121,13550,5
"E01003214","E09000023",0.15,10491,4
"E01003215","E09000023",0.104,15733,5
"E01003216","E09000023",0.13,12535,4
"E01003217","E09000023",0.131,12366,4
"E01003218","E09000023",0.111,14779,5
"E01003219","E09000023",0.122,13396,5
"E01003220","E09000023",0.153,10223,4
"E01003221","E09000023",0.173,8548,3
"E01003222","E09000023",0.128,12804,4
"E01003223","E09000023",0.091,17697,6
"E01003224","E09000023",0.148,10641,4
"E01003225","E09000023",0.061,23547,8
"E01003226","E09000023",0.091,17674,6
"E01003227","E09000023",0.092,17527,6
"E01003228","E09000023",0.091,17731,6
"E01003229","E09000023",0.24,4523,2
"E01003230","E09000023",0.156,9947,4
"E01003231","E09000023",0.127,12898,4
"E01003232","E09000023",0.078,19920,7
"E01003233","E09000023",0.1,16304,5
"E01003235","E09000023",0.186,7612,3
"E01003236","E09000023",0.221,5445,2
"E01003237","E09000023",0.198,6767,3
"E01003238","E09000023",0.24,4488,2
"E01003239","E09000023",0.241,4453,2
"E01003240","E09000023",0.205,6377,2
"E01003241","E09000023",0.196,6920,3
"E01003243","E09000023",0.22,5521,2
"E01003244","E09000023",0.244,4294,2
"E01003245","E09000023",0.267,3311,2
"E01003246","E09000023",0.302,2147,1
"E01003247","E09000023",0.099,16471,6
"E01003248","E09000023",0.226,5208,2
"E01003249","E09000023",0.185,7679,3
"E01003250","E09000023",0.195,6995,3
"E01003251","E09000023",0.191,7239,3
"E01003252","E09000023",0.317,1761,1
"E01003253","E09000023",0.22,5509,2
"E01003254","E09000023",0.059,23943,8
"E01003255","E09000023",0.106,15496,5
"E01003256","E09000023",0.174,8489,3
"E01003257","E09000023",0.138,11687,4
"E01003258","E09000023",0.236,4702,2
"E01003259","E09000023",0.142,11257,4
"E01003260","E09000023",0.093,17437,6
"E01003261","E09000023",0.096,16887,6
"E01003262","E09000023",0.109,15084,5
"E01003263","E09000023",0.192,7159,3
"E01003264","E09000023",0.174,8511,3
"E01003265","E09000023",0.206,6285,2
"E01003266","E09000023",0.24,4485,2
"E01003267","E09000023",0.214,5869,2
"E01003268","E09000023",0.143,11168,4
"E01003269","E09000023",0.165,9240,3
"E01003270","E09000023",0.065,22665,7
"E01003271","E09000023",0.048,26767,9
"E01003272","E09000023",0.107,15339,5
"E01003273","E09000023",0.103,15935,5
"E01003274","E09000023",0.12,13688,5
"E01003275","E09000023",0.228,5081,2
"E01003276","E09000023",0.129,12584,4
"E01003277","E09000023",0.135,12007,4
"E01003278","E09000023",0.173,8602,3
"E01003279","E09000023",0.093,17422,6
"E01003280","E09000023",0.182,7920,3
"E01003281","E09000023",0.082,19260,6
"E01003282","E09000023",0.134,12120,4
"E01003283","E09000023",0.052,25740,8
"E01003284","E09000023",0.111,14753,5
"E01003285","E09000023",0.084,18883,6
"E01003286","E09000023",0.214,5846,2
"E01003287","E09000023",0.072,21040,7
"E01003288","E09000023",0.206,6305,2
"E01003290","E09000023",0.272,3153,1
"E01003291","E09000023",0.285,2712,1
"E01003292","E09000023",0.111,14873,5
"E01003293","E09000023",0.152,10335,4
"E01003295","E09000023",0.179,8069,3
"E01003296","E09000023",0.12,13668,5
"E01003297","E09000023",0.122,13435,5
"E01003298","E09000023",0.222,5378,2
"E01003299","E09000023",0.185,7702,3
"E01003300","E09000023",0.25,3998,2
"E01003301","E09000023",0.131,12390,4
"E01003302","E09000023",0.209,6154,2
"E01003303","E09000023",0.252,3945,2
"E01003304","E09000023",0.203,6480,2
"E01003305","E09000023",0.271,3176,1
"E01003307","E09000023",0.126,13036,4
"E01003308","E09000023",0.149,10616,4
"E01003309","E09000023",0.247,4181,2
"E01003310","E09000023",0.185,7649,3
"E01003311","E09000023",0.094,17284,6
"E01003312","E09000023",0.099,16443,6
"E01003313","E09000023",0.24,4528,2
"E01003314","E09000023",0.102,16094,5
"E01003315","E09000023",0.168,8937,3
"E01003316","E09000023",0.111,14875,5
"E01003317","E09000023",0.133,12228,4
"E01003318","E09000023",0.226,5204,2
"E01003319","E09000023",0.191,7257,3
"E01003320","E09000023",0.237,4671,2
"E01003321","E09000023",0.183,7788,3
"E01003322","E09000023",0.14,11406,4
"E01003323","E09000023",0.191,7260,3
"E01003324","E09000023",0.205,6388,2
"E01003325","E09000023",0.193,7071,3
"E01003326","E09000023",0.2,6658,3
"E01003327","E09000023",0.084,18963,6
"E01003328","E09000023",0.164,9296,3
"E01003329","E09000023",0.111,14808,5
"E01003330","E09000023",0.229,5033,2
"E01003331","E09000023",0.183,7836,3
"E01003332","E09000023",0.17,8817,3
"E01003333","E09000023",0.131,12384,4
"E01003334","E09000023",0.176,8320,3
"E01003335","E09000023",0.246,4211,2
"E01003336","E09000023",0.276,3022,1
"E01003337","E09000023",0.238,4629,2
"E01003338","E09000023",0.216,5771,2
"E01003339","E09000023",0.156,9915,4
"E01003340","E09000023",0.095,17121,6
"E01003341","E09000023",0.104,15752,5
"E01003342","E09000023",0.104,15753,5
"E01003343","E09000023",0.143,11205,4
"E01003344","E09000023",0.136,11910,4
"E01003345","E09000023",0.119,13747,5
"E01003346","E09000023",0.215,5787,2
"E01003347","E09000023",0.334,1344,1
"E01003348","E09000023",0.156,9920,4
"E01003349","E09000023",0.207,6244,2
"E01003350","E09000023",0.215,5811,2
"E01003351","E09000023",0.228,5066,2
"E01003352","E09000023",0.214,5855,2
"E01003353","E09000023",0.131,12402,4
"E01003354","E09000023",0.13,12501,4
"E01032564","E09000023",0.275,3048,1
"E01032565","E09000023",0.222,5399,2
"E01032579","E09000023",0.218,5654,2
"E01033320","E09000023",0.125,13090,4
"E01033322","E09000023",0.119,13752,5
"E01033324","E09000023",0.198,6758,3
"E01033325","E09000023",0.045,27478,9
"E01033327","E09000023",0.139,11621,4
"E01033341","E09000023",0.182,7915,3
"E01029475","E07000194",0.064,22856,7
"E01029476","E07000194",0.095,17149,6
"E01029477","E07000194",0.024,31688,10
"E01029478","E07000194",0.078,19905,7
"E01029479","E07000194",0.054,25104,8
"E01029480","E07000194",0.066,22358,7
"E01029481","E07000194",0.087,18397,6
"E01029482","E07000194",0.097,16722,6
"E01029483","E07000194",0.026,31407,10
"E01029484","E07000194",0.084,18964,6
"E01029485","E07000194",0.027,31283,10
"E01029486","E07000194",0.073,20842,7
"E01029487","E07000194",0.198,6819,3
"E01029488","E07000194",0.052,25746,8
"E01029489","E07000194",0.061,23421,8
"E01029490","E07000194",0.084,18966,6
"E01029491","E07000194",0.121,13576,5
"E01029492","E07000194",0.238,4599,2
"E01029493","E07000194",0.066,22283,7
"E01029494","E07000194",0.108,15192,5
"E01029495","E07000194",0.057,24382,8
"E01029496","E07000194",0.215,5795,2
"E01029497","E07000194",0.115,14240,5
"E01029498","E07000194",0.05,26119,8
"E01029499","E07000194",0.248,4155,2
"E01029500","E07000194",0.07,21566,7
"E01029501","E07000194",0.151,10389,4
"E01029502","E07000194",0.15,10511,4
"E01029503","E07000194",0.127,12911,4
"E01029504","E07000194",0.135,12051,4
"E01029505","E07000194",0.055,24906,8
"E01029506","E07000194",0.046,27206,9
"E01029507","E07000194",0.031,30661,10
"E01029508","E07000194",0.042,28205,9
"E01029509","E07000194",0.044,27561,9
"E01029511","E07000194",0.027,31374,10
"E01029512","E07000194",0.048,26680,9
"E01029513","E07000194",0.022,32049,10
"E01029514","E07000194",0.032,30479,10
"E01029515","E07000194",0.048,26594,9
"E01029516","E07000194",0.063,22953,7
"E01029517","E07000194",0.041,28351,9
"E01029518","E07000194",0.056,24701,8
"E01029519","E07000194",0.098,16589,6
"E01029520","E07000194",0.017,32438,10
"E01029521","E07000194",0.033,30234,10
"E01029522","E07000194",0.113,14572,5
"E01029523","E07000194",0.048,26698,9
"E01029524","E07000194",0.128,12746,4
"E01029525","E07000194",0.075,20556,7
"E01029526","E07000194",0.14,11434,4
"E01029527","E07000194",0.187,7571,3
"E01029528","E07000194",0.111,14749,5
"E01029529","E07000194",0.1,16305,5
"E01029530","E07000194",0.042,28063,9
"E01029531","E07000194",0.03,30720,10
"E01032899","E07000194",0.111,14804,5
"E01032900","E07000194",0.077,20150,7
"E01026122","E07000138",0.115,14261,5
"E01026123","E07000138",0.226,5192,2
"E01026124","E07000138",0.168,8977,3
"E01026125","E07000138",0.088,18223,6
"E01026126","E07000138",0.304,2103,1
"E01026127","E07000138",0.296,2313,1
"E01026128","E07000138",0.101,16106,5
"E01026129","E07000138",0.392,473,1
"E01026130","E07000138",0.06,23659,8
"E01026131","E07000138",0.167,9011,3
"E01026132","E07000138",0.082,19192,6
"E01026133","E07000138",0.09,17925,6
"E01026134","E07000138",0.18,8016,3
"E01026135","E07000138",0.081,19394,6
"E01026136","E07000138",0.045,27310,9
"E01026137","E07000138",0.067,22229,7
"E01026138","E07000138",0.054,25063,8
"E01026139","E07000138",0.052,25673,8
"E01026140","E07000138",0.158,9767,3
"E01026141","E07000138",0.065,22630,7
"E01026142","E07000138",0.237,4665,2
"E01026143","E07000138",0.06,23669,8
"E01026144","E07000138",0.115,14297,5
"E01026145","E07000138",0.065,22526,7
"E01026146","E07000138",0.122,13507,5
"E01026147","E07000138",0.07,21404,7
"E01026148","E07000138",0.131,12373,4
"E01026149","E07000138",0.266,3345,2
"E01026150","E07000138",0.286,2666,1
"E01026151","E07000138",0.106,15538,5
"E01026152","E07000138",0.396,437,1
"E01026153","E07000138",0.09,17983,6
"E01026154","E07000138",0.214,5865,2
"E01026155","E07000138",0.056,24702,8
"E01026156","E07000138",0.198,6808,3
"E01026157","E07000138",0.299,2246,1
"E01026158","E07000138",0.073,20826,7
"E01026159","E07000138",0.094,17317,6
"E01026160","E07000138",0.049,26509,9
"E01026161","E07000138",0.252,3938,2
"E01026162","E07000138",0.122,13433,5
"E01026163","E07000138",0.056,24570,8
"E01026164","E07000138",0.051,26032,8
"E01026165","E07000138",0.256,3779,2
"E01026166","E07000138",0.26,3584,2
"E01026167","E07000138",0.048,26533,9
"E01026168","E07000138",0.313,1852,1
"E01026169","E07000138",0.149,10610,4
"E01026170","E07000138",0.215,5775,2
"E01026171","E07000138",0.047,26836,9
"E01026172","E07000138",0.235,4757,2
"E01026173","E07000138",0.421,245,1
"E01026174","E07000138",0.138,11717,4
"E01026175","E07000138",0.225,5238,2
"E01026176","E07000138",0.254,3862,2
"E01026177","E07000138",0.172,8655,3
"E01026178","E07000138",0.126,13010,4
"E01006512","E08000012",0.066,22314,7
"E01006513","E08000012",0.026,31498,10
"E01006514","E08000012",0.264,3433,2
"E01006515","E08000012",0.343,1153,1
"E01006518","E08000012",0.396,436,1
"E01006519","E08000012",0.041,28392,9
"E01006520","E08000012",0.223,5335,2
"E01006521","E08000012",0.154,10118,4
"E01006522","E08000012",0.221,5490,2
"E01006523","E08000012",0.236,4696,2
"E01006524","E08000012",0.044,27689,9
"E01006525","E08000012",0.052,25681,8
"E01006526","E08000012",0.111,14811,5
"E01006527","E08000012",0.136,11880,4
"E01006528","E08000012",0.145,10940,4
"E01006529","E08000012",0.094,17262,6
"E01006530","E08000012",0.059,23986,8
"E01006531","E08000012",0.091,17800,6
"E01006532","E08000012",0.048,26710,9
"E01006533","E08000012",0.138,11633,4
"E01006534","E08000012",0.179,8093,3
"E01006535","E08000012",0.175,8388,3
"E01006536","E08000012",0.227,5127,2
"E01006537","E08000012",0.129,12582,4
"E01006538","E08000012",0.122,13412,5
"E01006539","E08000012",0.057,24410,8
"E01006540","E08000012",0.446,146,1
"E01006541","E08000012",0.275,3045,1
"E01006542","E08000012",0.29,2529,1
"E01006543","E08000012",0.116,14224,5
"E01006544","E08000012",0.388,518,1
"E01006545","E08000012",0.268,3301,2
"E01006546","E08000012",0.354,967,1
"E01006547","E08000012",0.455,123,1
"E01006548","E08000012",0.395,451,1
"E01006549","E08000012",0.235,4743,2
"E01006550","E08000012",0.121,13519,5
"E01006551","E08000012",0.299,2223,1
"E01006552","E08000012",0.32,1656,1
"E01006553","E08000012",0.091,17760,6
"E01006554","E08000012",0.116,14212,5
"E01006556","E08000012",0.397,420,1
"E01006557","E08000012",0.072,21103,7
"E01006558","E08000012",0.462,109,1
"E01006560","E08000012",0.456,120,1
"E01006562","E08000012",0.422,237,1
"E01006563","E08000012",0.491,49,1
"E01006564","E08000012",0.259,3628,2
"E01006565","E08000012",0.22,5558,2
"E01006566","E08000012",0.147,10751,4
"E01006567","E08000012",0.281,2841,1
"E01006568","E08000012",0.16,9602,3
"E01006569","E08000012",0.318,1723,1
"E01006570","E08000012",0.117,14091,5
"E01006571","E08000012",0.304,2099,1
"E01006572","E08000012",0.402,377,1
"E01006573","E08000012",0.288,2590,1
"E01006574","E08000012",0.311,1928,1
"E01006575","E08000012",0.182,7868,3
"E01006576","E08000012",0.08,19575,6
"E01006577","E08000012",0.057,24427,8
"E01006578","E08000012",0.09,17953,6
"E01006579","E08000012",0.055,24969,8
"E01006580","E08000012",0.071,21323,7
"E01006581","E08000012",0.057,24354,8
"E01006582","E08000012",0.035,29853,10
"E01006583","E08000012",0.023,31937,10
"E01006584","E08000012",0.129,12592,4
"E01006585","E08000012",0.312,1896,1
"E01006586","E08000012",0.214,5887,2
"E01006587","E08000012",0.162,9457,3
"E01006588","E08000012",0.162,9490,3
"E01006589","E08000012",0.074,20768,7
"E01006590","E08000012",0.107,15322,5
"E01006591","E08000012",0.079,19752,7
"E01006592","E08000012",0.056,24729,8
"E01006593","E08000012",0.091,17744,6
"E01006594","E08000012",0.036,29479,9
"E01006595","E08000012",0.105,15648,5
"E01006596","E08000012",0.074,20640,7
"E01006597","E08000012",0.045,27326,9
"E01006598","E08000012",0.391,484,1
"E01006599","E08000012",0.304,2101,1
"E01006600","E08000012",0.335,1320,1
"E01006603","E08000012",0.318,1715,1
"E01006604","E08000012",0.291,2503,1
"E01006605","E08000012",0.3,2202,1
"E01006606","E08000012",0.263,3484,2
"E01006607","E08000012",0.334,1351,1
"E01006608","E08000012",0.25,4029,2
"E01006609","E08000012",0.304,2100,1
"E01006610","E08000012",0.393,463,1
"E01006611","E08000012",0.51,29,1
"E01006612","E08000012",0.37,713,1
"E01006613","E08000012",0.28,2875,1
"E01006614","E08000012",0.352,1002,1
"E01006615","E08000012",0.377,631,1
"E01006616","E08000012",0.25,4036,2
"E01006617","E08000012",0.118,13985,5
"E01006618","E08000012",0.27,3237,1
"E01006619","E08000012",0.118,13944,5
"E01006620","E08000012",0.156,9926,4
"E01006621","E08000012",0.077,20103,7
"E01006622","E08000012",0.041,28434,9
"E01006623","E08000012",0.073,20891,7
"E01006624","E08000012",0.219,5600,2
"E01006625","E08000012",0.128,12800,4
"E01006626","E08000012",0.129,12679,4
"E01006627","E08000012",0.136,11893,4
"E01006628","E08000012",0.113,14498,5
"E01006629","E08000012",0.186,7617,3
"E01006630","E08000012",0.4,398,1
"E01006632","E08000012",0.331,1401,1
"E01006633","E08000012",0.419,256,1
"E01006637","E08000012",0.353,974,1
"E01006638","E08000012",0.431,199,1
"E01006639","E08000012",0.213,5965,2
"E01006640","E08000012",0.119,13858,5
"E01006641","E08000012",0.123,13370,5
"E01006642","E08000012",0.391,486,1
"E01006643","E08000012",0.366,776,1
"E01006644","E08000012",0.301,2167,1
"E01006645","E08000012",0.415,279,1
"E01006646","E08000012",0.365,783,1
"E01006647","E08000012",0.442,163,1
"E01006648","E08000012",0.268,3272,1
"E01006651","E08000012",0.062,23154,8
"E01006652","E08000012",0.147,10716,4
"E01006653","E08000012",0.264,3431,2
"E01006654","E08000012",0.164,9282,3
"E01006655","E08000012",0.227,5129,2
"E01006656","E08000012",0.186,7573,3
"E01006657","E08000012",0.236,4728,2
"E01006658","E08000012",0.381,577,1
"E01006659","E08000012",0.355,943,1
"E01006660","E08000012",0.315,1800,1
"E01006661","E08000012",0.371,693,1
"E01006662","E08000012",0.39,496,1
"E01006663","E08000012",0.272,3152,1
"E01006664","E08000012",0.364,800,1
"E01006665","E08000012",0.09,17986,6
"E01006666","E08000012",0.071,21374,7
"E01006667","E08000012",0.214,5877,2
"E01006668","E08000012",0.065,22610,7
"E01006669","E08000012",0.137,11798,4
"E01006670","E08000012",0.108,15270,5
"E01006671","E08000012",0.226,5184,2
"E01006672","E08000012",0.36,876,1
"E01006673","E08000012",0.379,607,1
"E01006674","E08000012",0.511,26,1
"E01006675","E08000012",0.298,2258,1
"E01006676","E08000012",0.466,99,1
"E01006677","E08000012",0.519,19,1
"E01006678","E08000012",0.373,675,1
"E01006679","E08000012",0.454,127,1
"E01006680","E08000012",0.059,23884,8
"E01006681","E08000012",0.168,8975,3
"E01006682","E08000012",0.034,30015,10
"E01006683","E08000012",0.057,24456,8
"E01006684","E08000012",0.049,26371,9
"E01006685","E08000012",0.08,19549,6
"E01006686","E08000012",0.059,23938,8
"E01006687","E08000012",0.116,14180,5
"E01006688","E08000012",0.133,12255,4
"E01006689","E08000012",0.08,19515,6
"E01006690","E08000012",0.334,1346,1
"E01006691","E08000012",0.374,669,1
"E01006692","E08000012",0.328,1486,1
"E01006693","E08000012",0.369,734,1
"E01006694","E08000012",0.355,939,1
"E01006695","E08000012",0.417,268,1
"E01006696","E08000012",0.32,1674,1
"E01006697","E08000012",0.333,1368,1
"E01006698","E08000012",0.323,1581,1
"E01006699","E08000012",0.384,550,1
"E01006700","E08000012",0.374,667,1
"E01006701","E08000012",0.285,2715,1
"E01006702","E08000012",0.426,218,1
"E01006703","E08000012",0.401,388,1
"E01006705","E08000012",0.342,1160,1
"E01006706","E08000012",0.402,381,1
"E01006707","E08000012",0.363,819,1
"E01006708","E08000012",0.289,2541,1
"E01006709","E08000012",0.289,2547,1
"E01006710","E08000012",0.23,4978,2
"E01006711","E08000012",0.299,2212,1
"E01006712","E08000012",0.213,5943,2
"E01006713","E08000012",0.195,6962,3
"E01006716","E08000012",0.292,2450,1
"E01006717","E08000012",0.162,9436,3
"E01006718","E08000012",0.242,4394,2
"E01006719","E08000012",0.173,8568,3
"E01006720","E08000012",0.351,1009,1
"E01006721","E08000012",0.398,407,1
"E01006722","E08000012",0.174,8461,3
"E01006723","E08000012",0.21,6065,2
"E01006724","E08000012",0.075,20582,7
"E01006725","E08000012",0.256,3776,2
"E01006726","E08000012",0.244,4311,2
"E01006727","E08000012",0.161,9515,3
"E01006728","E08000012",0.365,793,1
"E01006729","E08000012",0.352,993,1
"E01006730","E08000012",0.314,1828,1
"E01006731","E08000012",0.332,1387,1
"E01006732","E08000012",0.413,298,1
"E01006734","E08000012",0.38,596,1
"E01006735","E08000012",0.414,290,1
"E01006736","E08000012",0.298,2260,1
